"species","kernel","emass","elong_mean","elong_sd","floron_mean","floron_sd","floroff_mean","floroff_sd","seedon_mean","seedon_sd","seedoff_mean","seedoff_sd","span_mean","span_sd","b0grow_mean","b0grow_sd","b0m_mean","b0m_sd","b0germ_mean","b0germ_sd","maxseedn_mean","maxseedn_sd","maxmass"
"Holcus_lanatus","wa",0.001,8,0.266666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,112,3.73333333333334,5
"Hypericum_perforatum","wa",0.0001,10,0.333333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1222,40.7333333333333,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,211,7.03333333333334,1
"Inula_conyzae","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Knautia_arvensis","a",0.001,11,0.366666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,58,1.93333333333333,5
"Koelaeria_pyramidata","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Lathyrus_pratensis","w",0.001,18,0.6,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,6,0.2,5
"Leontodon_hispidus","a",0.001,10,0.333333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,67,2.23333333333333,5
"Leucanthemum_vulgare","wa",0.001,14,0.466666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,185,6.16666666666667,5
"Linum_catharticum","wa",0.0003,13,0.433333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,237,7.90000000000001,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,10,0.333333333333333,2
"Listera_ovata","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Lolium_perenne","wa",0.001,8,0.266666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,819,27.3,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Lotus_corniculatus","w",0.001,16,0.533333333333334,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1110,37,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,6328,210.933333333333,5
"Medicago_falcata","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Medicago_lupulina","w",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,442,14.7333333333333,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,1,0.0333333333333333,5
"Melampyrum_arvense","a",0.001,15,0.5,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,78,2.6,5250000000,175000000,1650000000,55000000,1650000000,55000000,4,0.133333333333333,5
"Melampyrum_nemorosum","a",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,225,7.5,5
"Melampyrum_sylvaticum","a",0.001,8,0.266666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,23,0.766666666666667,5
"Melilotus_alba","w",0.001,7,0.233333333333334,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,87,2.9,5250000000,175000000,1650000000,55000000,1650000000,55000000,2,0.0666666666666667,5
"Melilotus_officinalis","w",0.001,4,0.133333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,84,2.8,5250000000,175000000,1650000000,55000000,1650000000,55000000,2,0.0666666666666667,5
"Mentha_arvensis","wa",0.0003,15,0.5,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,129,4.3,2
"Mentha_verticillata","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Myosotis_arvensis","a",0.0003,14,0.466666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,78,2.6,5250000000,175000000,1650000000,55000000,1650000000,55000000,4,0.133333333333333,2
"Myosotis_sylvatica","a",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,156,5.2,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,192,6.4,5
"Onobrychis_viciifolia","wa",0.001,13,0.433333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1110,37,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,1,0.0333333333333333,5
"Ononis_repens","w",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,2,0.0666666666666667,5
"Ononis_spinosa","w",0.001,21,0.7,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,884,29.4666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,4,0.133333333333333,5
"Ophris_apifera","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Ophrys_insectifera","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Orchis_mascula","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Orchis_militaris","wa",0.0001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,1
"Orchis_purpurea","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,6000,200,5
"Orchis_tridentata","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Origanum_vulgare","w",0.0001,6,0.2,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1110,37,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,4,0.133333333333333,1
"Phalaris_arundinacea","wa",0.001,23,0.766666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,3000,100,5
"Phleum_pratense","wa",0.001,10,0.333333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,677,22.5666666666667,5
"Pimpinella_saxifraga","w",0.001,8,0.266666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,2,0.0666666666666667,5
"Plantago_lanceolata","w",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1190,39.6666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,2,0.0666666666666667,5
"Plantago_major","wa",0.0003,14,0.466666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,894,29.8,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,19,0.633333333333333,2
"Plantago_media","w",0.001,11,0.366666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1110,37,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,4,0.133333333333333,5
"Platanthera_chlorantha","wa",0.0001,4,0.133333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,1
"Poa_annua","a",0.0003,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,325,10.8333333333333,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,3674,122.466666666667,2
"Poa_pratensis","wa",0.0003,8,0.266666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,208,6.93333333333333,2
"Poa_trivialis","wa",0.0003,13,0.433333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,299,9.96666666666667,2
"Polygala_comosa","a",0.001,9,0.3,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,18,0.6,5
"Polygala_vulgaris","a",0.001,6,0.2,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,2,0.0666666666666667,5
"Potentilla_anserina","wa",0.001,17,0.566666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,36,1.2,5
"Potentilla_neumanniana","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Potentilla_reptans","a",0.0003,21,0.7,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,2
"Primula_veris","w",0.001,10,0.333333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,32,1.06666666666667,5
"Prunella_grandiflora","w",0.001,18,0.6,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,58,1.93333333333333,5
"Prunella_vulgaris","wa",0.001,16,0.533333333333334,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,819,27.3,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,4,0.133333333333333,5
"Ranunculus_bulbosus","wa",0.001,11,0.366666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,22,0.733333333333334,5
"Ranunculus_repens","w",0.001,11,0.366666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,40,1.33333333333333,5
"Rhinanthus_angustifolius","wa",0.001,5,0.166666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,52,1.73333333333333,35000000000,1166666666.66667,1650000000,55000000,1650000000,55000000,400,13.3333333333333,5
"Rhinanthus_minor","wa",0.001,8,0.266666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,52,1.73333333333333,35000000000,1166666666.66667,1650000000,55000000,1650000000,55000000,14,0.466666666666667,5
"Rumex_acetosa","wa",0.001,11,0.366666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,102,3.4,5
"Rumex_crispus","wa",0.001,19,0.633333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1066,35.5333333333334,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Salvia_pratensis","w",0.001,16,0.533333333333334,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,19,0.633333333333333,5
"Sanguisorba_minor","w",0.001,10,0.333333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,3,0.1,5
"Scabiosa_columbaria","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1075,35.8333333333333,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,98,3.26666666666667,5
"Sedum_sexangulare","wa",0.0001,19,0.633333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,148,4.93333333333333,1
"Senecio_erucifolius","a",0.0003,26,0.866666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,1613,53.7666666666667,2
"Senecio_jacobaea","a",0.001,7,0.233333333333334,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,762,25.4,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,4462,148.733333333333,5
"Senecio_ovatus","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Senecio_vulgaris","a",0.0003,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,232,7.73333333333333,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,101,3.36666666666667,2
"Silene_dioica","w",0.001,5,0.166666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1196,39.8666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,244,8.13333333333334,5
"Silene_nutans","w",0.0003,2,0.0666666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,255,8.5,2
"Sonchus_asper","a",0.0003,13,0.433333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,304,10.1333333333333,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,2
"Stachys_germanica","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Stellaria_holostea","a",0.001,11,0.366666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,19,0.633333333333333,5
"Stellaria_media","a",0.001,13,0.433333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,555,18.5,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,10,0.333333333333333,5
"Symphytum_officinale","a",0.001,31,1.03333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,72,2.4,5
"Tanacetum_vulgare","a",0.0003,6,0.2,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1110,37,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,232,7.73333333333333,2
"Taraxacum_laevigaetum","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Taraxacum_officinale","wa",0.001,13,0.433333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Thymus_pulegioides","wa",0.0003,13,0.433333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,4,0.133333333333333,2
"Tragopogon_pratensis","a",0.001,15,0.5,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,590,19.6666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,190,6.33333333333334,5
"Trifolium_campestre","wa",0.001,22,0.733333333333334,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,70,2.33333333333333,5250000000,175000000,1650000000,55000000,1650000000,55000000,1,0.0333333333333333,5
"Trifolium_dubium","wa",0.001,18,0.6,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,52,1.73333333333333,35000000000,1166666666.66667,1650000000,55000000,1650000000,55000000,1,0.0333333333333333,5
"Trifolium_medium","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,1,0.0333333333333333,5
"Trifolium_ochroleucon","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,275,9.16666666666667,5
"Trifolium_pratense","wa",0.001,14,0.466666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,1,0.0333333333333333,5
"Trifolium_repens","wa",0.001,10,0.333333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1568,52.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,10,0.333333333333333,5
"Trisetum_flavescens","wa",0.0003,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,217,7.23333333333333,2
"Triticum_aestivum","wa",0.001,19,0.633333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,52,1.73333333333333,35000000000,1166666666.66667,1650000000,55000000,1650000000,55000000,471,15.7,5
"Valeriana_dioica","wa",0.001,11,0.366666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,42,1.4,5
"Valeriana_officinalis","wa",0.001,3,0.1,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,398,13.2666666666667,5
"Verbascum_lychnitis","wa",0.0003,8,0.266666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,104,3.46666666666667,5250000000,175000000,1650000000,55000000,1650000000,55000000,153,5.1,2
"Veronica_chamaedrys","wa",0.0003,10,0.333333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,59,1.96666666666667,2
"Veronica_teucrium","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1088,36.2666666666667,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Vicia_cracca","wa",0.001,17,0.566666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,5,0.166666666666667,5
"Vicia_hirsuta","w",0.001,11,0.366666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,78,2.6,5250000000,175000000,1650000000,55000000,1650000000,55000000,168,5.6,5
"Vicia_sepium","w",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,6,0.2,5
"Vicia_tenuifolia","w",0.001,15,0.5,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Vicia_tetrasperma","wa",0.001,12,0.4,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,63,2.1,5250000000,175000000,1650000000,55000000,1650000000,55000000,4,0.133333333333333,5
"Vicia_villosa","w",0.001,13,0.433333333333333,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,73,2.43333333333333,5250000000,175000000,1650000000,55000000,1650000000,55000000,250,8.33333333333333,5
"Vincetoxicum_hirundinaria","wa",0.001,22,0.733333333333334,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Viola_hirta","wa",0.001,14,0.466666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
"Viola_odorata","wa",0.001,2,0.0666666666666667,12,0.4,24,0.8,25,0.833333333333334,37,1.23333333333333,1560,52,3500000000,116666666.666667,1650000000,55000000,1650000000,55000000,403,13.4333333333333,5
